Round 1 - Start Time: 04.30 AM
Iteration 3 - 16th Oct : 05.00 AM
Iteration 4 - 16th Oct : 05.00 AM
Iteration 5 - 16th Oct : 05.00 AM
Iteration 6 - 16th Oct : 05.00 AM
Iteration 7 - 16th Oct : 05.00 AM
Iteration 8 - 16th Oct : 05.00 AM
Iteration 9 - 16th Oct : 05.00 AM
Iteration 10 - 16th Oct : 05.00 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.00 AM
Iteration 2 - 16th Oct : 05.00 AM
Iteration 3 - 16th Oct : 05.00 AM
Iteration 4 - 16th Oct : 05.00 AM
Iteration 5 - 16th Oct : 05.00 AM
Iteration 6 - 16th Oct : 05.00 AM
Iteration 7 - 16th Oct : 05.00 AM
Iteration 8 - 16th Oct : 05.00 AM
Iteration 9 - 16th Oct : 05.00 AM
Iteration 10 - 16th Oct : 05.01 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.01 AM
Iteration 2 - 16th Oct : 05.01 AM
Iteration 3 - 16th Oct : 05.01 AM
Iteration 4 - 16th Oct : 05.01 AM
Iteration 5 - 16th Oct : 05.01 AM
Iteration 6 - 16th Oct : 05.01 AM
Iteration 7 - 16th Oct : 05.01 AM
Iteration 8 - 16th Oct : 05.01 AM
Iteration 9 - 16th Oct : 05.01 AM
Iteration 10 - 16th Oct : 05.01 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.01 AM
Iteration 2 - 16th Oct : 05.01 AM
Iteration 3 - 16th Oct : 05.01 AM
Iteration 4 - 16th Oct : 05.01 AM
Iteration 5 - 16th Oct : 05.01 AM
Iteration 6 - 16th Oct : 05.01 AM
Iteration 7 - 16th Oct : 05.01 AM
Iteration 8 - 16th Oct : 05.01 AM
Iteration 9 - 16th Oct : 05.01 AM
Iteration 10 - 16th Oct : 05.01 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.01 AM
Iteration 2 - 16th Oct : 05.01 AM
Iteration 3 - 16th Oct : 05.01 AM
Iteration 4 - 16th Oct : 05.01 AM
Iteration 5 - 16th Oct : 05.01 AM
Iteration 6 - 16th Oct : 05.01 AM
Iteration 7 - 16th Oct : 05.01 AM
Iteration 8 - 16th Oct : 05.01 AM
Iteration 9 - 16th Oct : 05.01 AM
Iteration 10 - 16th Oct : 05.01 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.02 AM
Iteration 2 - 16th Oct : 05.02 AM
Iteration 3 - 16th Oct : 05.02 AM
Iteration 4 - 16th Oct : 05.02 AM
Iteration 5 - 16th Oct : 05.02 AM
Iteration 6 - 16th Oct : 05.02 AM
Iteration 7 - 16th Oct : 05.02 AM
Iteration 8 - 16th Oct : 05.02 AM
Iteration 9 - 16th Oct : 05.02 AM
Iteration 10 - 16th Oct : 05.02 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.02 AM
Iteration 2 - 16th Oct : 05.02 AM
Iteration 3 - 16th Oct : 05.02 AM
Iteration 4 - 16th Oct : 05.02 AM
Iteration 5 - 16th Oct : 05.02 AM
Iteration 6 - 16th Oct : 05.02 AM
Iteration 7 - 16th Oct : 05.02 AM
Iteration 8 - 16th Oct : 05.02 AM
Iteration 9 - 16th Oct : 05.02 AM
Iteration 10 - 16th Oct : 05.02 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.02 AM
Iteration 2 - 16th Oct : 05.02 AM
Iteration 3 - 16th Oct : 05.02 AM
Iteration 4 - 16th Oct : 05.02 AM
Iteration 5 - 16th Oct : 05.02 AM
Iteration 6 - 16th Oct : 05.02 AM
Iteration 7 - 16th Oct : 05.02 AM
Iteration 8 - 16th Oct : 05.02 AM
Iteration 9 - 16th Oct : 05.02 AM
Iteration 10 - 16th Oct : 05.02 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.03 AM
Iteration 2 - 16th Oct : 05.03 AM
Iteration 3 - 16th Oct : 05.03 AM
Iteration 4 - 16th Oct : 05.03 AM
Iteration 5 - 16th Oct : 05.03 AM
Iteration 6 - 16th Oct : 05.03 AM
Iteration 7 - 16th Oct : 05.03 AM
Iteration 8 - 16th Oct : 05.03 AM
Iteration 9 - 16th Oct : 05.03 AM
Iteration 10 - 16th Oct : 05.03 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.03 AM
Iteration 2 - 16th Oct : 05.03 AM
Iteration 3 - 16th Oct : 05.03 AM
Iteration 4 - 16th Oct : 05.03 AM
Iteration 5 - 16th Oct : 05.03 AM
Iteration 6 - 16th Oct : 05.03 AM
Iteration 7 - 16th Oct : 05.03 AM
Iteration 8 - 16th Oct : 05.03 AM
Iteration 9 - 16th Oct : 05.03 AM
Iteration 10 - 16th Oct : 05.03 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.03 AM
Iteration 2 - 16th Oct : 05.03 AM
Iteration 3 - 16th Oct : 05.03 AM
Iteration 4 - 16th Oct : 05.03 AM
Iteration 5 - 16th Oct : 05.03 AM
Iteration 6 - 16th Oct : 05.03 AM
Iteration 7 - 16th Oct : 05.03 AM
Iteration 8 - 16th Oct : 05.03 AM
Iteration 9 - 16th Oct : 05.03 AM
Iteration 10 - 16th Oct : 05.03 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.03 AM
Iteration 2 - 16th Oct : 05.04 AM
Iteration 3 - 16th Oct : 05.04 AM
Iteration 4 - 16th Oct : 05.04 AM
Iteration 5 - 16th Oct : 05.04 AM
Iteration 6 - 16th Oct : 05.04 AM
Iteration 7 - 16th Oct : 05.04 AM
Iteration 8 - 16th Oct : 05.04 AM
Iteration 9 - 16th Oct : 05.04 AM
Iteration 10 - 16th Oct : 05.04 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.04 AM
Iteration 2 - 16th Oct : 05.04 AM
Iteration 3 - 16th Oct : 05.04 AM
Iteration 4 - 16th Oct : 05.04 AM
Iteration 5 - 16th Oct : 05.04 AM
Iteration 6 - 16th Oct : 05.04 AM
Iteration 7 - 16th Oct : 05.04 AM
Iteration 8 - 16th Oct : 05.04 AM
Iteration 9 - 16th Oct : 05.04 AM
Iteration 10 - 16th Oct : 05.04 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.04 AM
Iteration 2 - 16th Oct : 05.04 AM
Iteration 3 - 16th Oct : 05.04 AM
Iteration 4 - 16th Oct : 05.04 AM
Iteration 5 - 16th Oct : 05.04 AM
Iteration 6 - 16th Oct : 05.04 AM
Iteration 7 - 16th Oct : 05.04 AM
Iteration 8 - 16th Oct : 05.04 AM
Iteration 9 - 16th Oct : 05.04 AM
Iteration 10 - 16th Oct : 05.04 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.04 AM
Iteration 2 - 16th Oct : 05.04 AM
Iteration 3 - 16th Oct : 05.05 AM
Iteration 4 - 16th Oct : 05.05 AM
Iteration 5 - 16th Oct : 05.05 AM
Iteration 6 - 16th Oct : 05.05 AM
Iteration 7 - 16th Oct : 05.05 AM
Iteration 8 - 16th Oct : 05.05 AM
Iteration 9 - 16th Oct : 05.05 AM
Iteration 10 - 16th Oct : 05.05 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.05 AM
Iteration 2 - 16th Oct : 05.05 AM
Iteration 3 - 16th Oct : 05.05 AM
Iteration 4 - 16th Oct : 05.05 AM
Iteration 5 - 16th Oct : 05.05 AM
Iteration 6 - 16th Oct : 05.05 AM
Iteration 7 - 16th Oct : 05.05 AM
Iteration 8 - 16th Oct : 05.05 AM
Iteration 9 - 16th Oct : 05.05 AM
Iteration 10 - 16th Oct : 05.05 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.05 AM
Iteration 2 - 16th Oct : 05.05 AM
Iteration 3 - 16th Oct : 05.05 AM
Iteration 4 - 16th Oct : 05.05 AM
Iteration 5 - 16th Oct : 05.05 AM
Iteration 6 - 16th Oct : 05.05 AM
Iteration 7 - 16th Oct : 05.05 AM
Iteration 8 - 16th Oct : 05.05 AM
Iteration 9 - 16th Oct : 05.05 AM
Iteration 10 - 16th Oct : 05.05 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.05 AM
Iteration 2 - 16th Oct : 05.05 AM
Iteration 3 - 16th Oct : 05.06 AM
Iteration 4 - 16th Oct : 05.06 AM
Iteration 5 - 16th Oct : 05.06 AM
Iteration 6 - 16th Oct : 05.06 AM
Iteration 7 - 16th Oct : 05.06 AM
Iteration 8 - 16th Oct : 05.06 AM
Iteration 9 - 16th Oct : 05.06 AM
Iteration 10 - 16th Oct : 05.06 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.06 AM
Iteration 2 - 16th Oct : 05.06 AM
Iteration 3 - 16th Oct : 05.06 AM
Iteration 4 - 16th Oct : 05.06 AM
Iteration 5 - 16th Oct : 05.06 AM
Iteration 6 - 16th Oct : 05.06 AM
Iteration 7 - 16th Oct : 05.06 AM
Iteration 8 - 16th Oct : 05.06 AM
Iteration 9 - 16th Oct : 05.06 AM
Iteration 10 - 16th Oct : 05.06 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.06 AM
Iteration 2 - 16th Oct : 05.06 AM
Iteration 3 - 16th Oct : 05.06 AM
Iteration 4 - 16th Oct : 05.06 AM
Iteration 5 - 16th Oct : 05.06 AM
Iteration 6 - 16th Oct : 05.06 AM
Iteration 7 - 16th Oct : 05.06 AM
Iteration 8 - 16th Oct : 05.06 AM
Iteration 9 - 16th Oct : 05.06 AM
Iteration 10 - 16th Oct : 05.06 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.06 AM
Iteration 2 - 16th Oct : 05.06 AM
Iteration 3 - 16th Oct : 05.06 AM
Iteration 4 - 16th Oct : 05.07 AM
Iteration 5 - 16th Oct : 05.07 AM
Iteration 6 - 16th Oct : 05.07 AM
Iteration 7 - 16th Oct : 05.07 AM
Iteration 8 - 16th Oct : 05.07 AM
Iteration 9 - 16th Oct : 05.07 AM
Iteration 10 - 16th Oct : 05.07 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.07 AM
Iteration 2 - 16th Oct : 05.07 AM
Iteration 3 - 16th Oct : 05.07 AM
Iteration 4 - 16th Oct : 05.07 AM
Iteration 5 - 16th Oct : 05.07 AM
Iteration 6 - 16th Oct : 05.07 AM
Iteration 7 - 16th Oct : 05.07 AM
Iteration 8 - 16th Oct : 05.07 AM
Iteration 9 - 16th Oct : 05.07 AM
Iteration 10 - 16th Oct : 05.07 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.07 AM
Iteration 2 - 16th Oct : 05.07 AM
Iteration 3 - 16th Oct : 05.07 AM
Iteration 4 - 16th Oct : 05.07 AM
Iteration 5 - 16th Oct : 05.07 AM
Iteration 6 - 16th Oct : 05.07 AM
Iteration 7 - 16th Oct : 05.07 AM
Iteration 8 - 16th Oct : 05.07 AM
Iteration 9 - 16th Oct : 05.07 AM
Iteration 10 - 16th Oct : 05.07 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.07 AM
Iteration 2 - 16th Oct : 05.07 AM
Iteration 3 - 16th Oct : 05.07 AM
Iteration 4 - 16th Oct : 05.07 AM
Iteration 5 - 16th Oct : 05.08 AM
Iteration 6 - 16th Oct : 05.08 AM
Iteration 7 - 16th Oct : 05.08 AM
Iteration 8 - 16th Oct : 05.08 AM
Iteration 9 - 16th Oct : 05.08 AM
Iteration 10 - 16th Oct : 05.08 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.08 AM
Iteration 2 - 16th Oct : 05.08 AM
Iteration 3 - 16th Oct : 05.08 AM
Iteration 4 - 16th Oct : 05.08 AM
Iteration 5 - 16th Oct : 05.08 AM
Iteration 6 - 16th Oct : 05.08 AM
Iteration 7 - 16th Oct : 05.08 AM
Iteration 8 - 16th Oct : 05.08 AM
Iteration 9 - 16th Oct : 05.08 AM
Iteration 10 - 16th Oct : 05.08 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.08 AM
Iteration 2 - 16th Oct : 05.08 AM
Iteration 3 - 16th Oct : 05.08 AM
Iteration 4 - 16th Oct : 05.08 AM
Iteration 5 - 16th Oct : 05.08 AM
Iteration 6 - 16th Oct : 05.08 AM
Iteration 7 - 16th Oct : 05.08 AM
Iteration 8 - 16th Oct : 05.08 AM
Iteration 9 - 16th Oct : 05.08 AM
Iteration 10 - 16th Oct : 05.08 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.08 AM
Iteration 2 - 16th Oct : 05.08 AM
Iteration 3 - 16th Oct : 05.08 AM
Iteration 4 - 16th Oct : 05.08 AM
Iteration 5 - 16th Oct : 05.08 AM
Iteration 6 - 16th Oct : 05.09 AM
Iteration 7 - 16th Oct : 05.09 AM
Iteration 8 - 16th Oct : 05.09 AM
Iteration 9 - 16th Oct : 05.09 AM
Iteration 10 - 16th Oct : 05.09 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.09 AM
Iteration 2 - 16th Oct : 05.09 AM
Iteration 3 - 16th Oct : 05.09 AM
Iteration 4 - 16th Oct : 05.09 AM
Iteration 5 - 16th Oct : 05.09 AM
Iteration 6 - 16th Oct : 05.09 AM
Iteration 7 - 16th Oct : 05.09 AM
Iteration 8 - 16th Oct : 05.09 AM
Iteration 9 - 16th Oct : 05.09 AM
Iteration 10 - 16th Oct : 05.09 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.09 AM
Iteration 2 - 16th Oct : 05.09 AM
Iteration 3 - 16th Oct : 05.09 AM
Iteration 4 - 16th Oct : 05.09 AM
Iteration 5 - 16th Oct : 05.09 AM
Iteration 6 - 16th Oct : 05.09 AM
Iteration 7 - 16th Oct : 05.09 AM
Iteration 8 - 16th Oct : 05.09 AM
Iteration 9 - 16th Oct : 05.09 AM
Iteration 10 - 16th Oct : 05.09 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.09 AM
Iteration 2 - 16th Oct : 05.09 AM
Iteration 3 - 16th Oct : 05.09 AM
Iteration 4 - 16th Oct : 05.09 AM
Iteration 5 - 16th Oct : 05.09 AM
Iteration 6 - 16th Oct : 05.09 AM
Iteration 7 - 16th Oct : 05.10 AM
Iteration 8 - 16th Oct : 05.10 AM
Iteration 9 - 16th Oct : 05.10 AM
Iteration 10 - 16th Oct : 05.10 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.10 AM
Iteration 2 - 16th Oct : 05.10 AM
Iteration 3 - 16th Oct : 05.10 AM
Iteration 4 - 16th Oct : 05.10 AM
Iteration 5 - 16th Oct : 05.10 AM
Iteration 6 - 16th Oct : 05.10 AM
Iteration 7 - 16th Oct : 05.10 AM
Iteration 8 - 16th Oct : 05.10 AM
Iteration 9 - 16th Oct : 05.10 AM
Iteration 10 - 16th Oct : 05.10 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.10 AM
Iteration 2 - 16th Oct : 05.10 AM
Iteration 3 - 16th Oct : 05.10 AM
Iteration 4 - 16th Oct : 05.10 AM
Iteration 5 - 16th Oct : 05.10 AM
Iteration 6 - 16th Oct : 05.10 AM
Iteration 7 - 16th Oct : 05.10 AM
Iteration 8 - 16th Oct : 05.10 AM
Iteration 9 - 16th Oct : 05.10 AM
Iteration 10 - 16th Oct : 05.10 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.10 AM
Iteration 2 - 16th Oct : 05.10 AM
Iteration 3 - 16th Oct : 05.10 AM
Iteration 4 - 16th Oct : 05.10 AM
Iteration 5 - 16th Oct : 05.10 AM
Iteration 6 - 16th Oct : 05.10 AM
Iteration 7 - 16th Oct : 05.10 AM
Iteration 8 - 16th Oct : 05.11 AM
Iteration 9 - 16th Oct : 05.11 AM
Iteration 10 - 16th Oct : 05.11 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.11 AM
Iteration 2 - 16th Oct : 05.11 AM
Iteration 3 - 16th Oct : 05.11 AM
Iteration 4 - 16th Oct : 05.11 AM
Iteration 5 - 16th Oct : 05.11 AM
Iteration 6 - 16th Oct : 05.11 AM
Iteration 7 - 16th Oct : 05.11 AM
Iteration 8 - 16th Oct : 05.11 AM
Iteration 9 - 16th Oct : 05.11 AM
Iteration 10 - 16th Oct : 05.11 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.11 AM
Iteration 2 - 16th Oct : 05.11 AM
Iteration 3 - 16th Oct : 05.11 AM
Iteration 4 - 16th Oct : 05.11 AM
Iteration 5 - 16th Oct : 05.11 AM
Iteration 6 - 16th Oct : 05.11 AM
Iteration 7 - 16th Oct : 05.11 AM
Iteration 8 - 16th Oct : 05.11 AM
Iteration 9 - 16th Oct : 05.11 AM
Iteration 10 - 16th Oct : 05.11 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.11 AM
Iteration 2 - 16th Oct : 05.11 AM
Iteration 3 - 16th Oct : 05.11 AM
Iteration 4 - 16th Oct : 05.11 AM
Iteration 5 - 16th Oct : 05.11 AM
Iteration 6 - 16th Oct : 05.11 AM
Iteration 7 - 16th Oct : 05.11 AM
Iteration 8 - 16th Oct : 05.11 AM
Iteration 9 - 16th Oct : 05.12 AM
Iteration 10 - 16th Oct : 05.12 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.12 AM
Iteration 2 - 16th Oct : 05.12 AM
Iteration 3 - 16th Oct : 05.12 AM
Iteration 4 - 16th Oct : 05.12 AM
Iteration 5 - 16th Oct : 05.12 AM
Iteration 6 - 16th Oct : 05.12 AM
Iteration 7 - 16th Oct : 05.12 AM
Iteration 8 - 16th Oct : 05.12 AM
Iteration 9 - 16th Oct : 05.12 AM
Iteration 10 - 16th Oct : 05.12 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.12 AM
Iteration 2 - 16th Oct : 05.12 AM
Iteration 3 - 16th Oct : 05.12 AM
Iteration 4 - 16th Oct : 05.12 AM
Iteration 5 - 16th Oct : 05.12 AM
Iteration 6 - 16th Oct : 05.12 AM
Iteration 7 - 16th Oct : 05.12 AM
Iteration 8 - 16th Oct : 05.12 AM
Iteration 9 - 16th Oct : 05.12 AM
Iteration 10 - 16th Oct : 05.12 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.12 AM
Iteration 2 - 16th Oct : 05.12 AM
Iteration 3 - 16th Oct : 05.12 AM
Iteration 4 - 16th Oct : 05.12 AM
Iteration 5 - 16th Oct : 05.12 AM
Iteration 6 - 16th Oct : 05.12 AM
Iteration 7 - 16th Oct : 05.12 AM
Iteration 8 - 16th Oct : 05.12 AM
Iteration 9 - 16th Oct : 05.12 AM
Iteration 10 - 16th Oct : 05.13 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.13 AM
Iteration 2 - 16th Oct : 05.13 AM
Iteration 3 - 16th Oct : 05.13 AM
Iteration 4 - 16th Oct : 05.13 AM
Iteration 5 - 16th Oct : 05.13 AM
Iteration 6 - 16th Oct : 05.13 AM
Iteration 7 - 16th Oct : 05.13 AM
Iteration 8 - 16th Oct : 05.13 AM
Iteration 9 - 16th Oct : 05.13 AM
Iteration 10 - 16th Oct : 05.13 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.13 AM
Iteration 2 - 16th Oct : 05.13 AM
Iteration 3 - 16th Oct : 05.13 AM
Iteration 4 - 16th Oct : 05.13 AM
Iteration 5 - 16th Oct : 05.13 AM
Iteration 6 - 16th Oct : 05.13 AM
Iteration 7 - 16th Oct : 05.13 AM
Iteration 8 - 16th Oct : 05.13 AM
Iteration 9 - 16th Oct : 05.13 AM
Iteration 10 - 16th Oct : 05.13 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.13 AM
Iteration 2 - 16th Oct : 05.13 AM
Iteration 3 - 16th Oct : 05.13 AM
Iteration 4 - 16th Oct : 05.13 AM
Iteration 5 - 16th Oct : 05.13 AM
Iteration 6 - 16th Oct : 05.13 AM
Iteration 7 - 16th Oct : 05.13 AM
Iteration 8 - 16th Oct : 05.13 AM
Iteration 9 - 16th Oct : 05.13 AM
Iteration 10 - 16th Oct : 05.14 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.14 AM
Iteration 2 - 16th Oct : 05.14 AM
Iteration 3 - 16th Oct : 05.14 AM
Iteration 4 - 16th Oct : 05.14 AM
Iteration 5 - 16th Oct : 05.14 AM
Iteration 6 - 16th Oct : 05.14 AM
Iteration 7 - 16th Oct : 05.14 AM
Iteration 8 - 16th Oct : 05.14 AM
Iteration 9 - 16th Oct : 05.14 AM
Iteration 10 - 16th Oct : 05.14 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.14 AM
Iteration 2 - 16th Oct : 05.14 AM
Iteration 3 - 16th Oct : 05.14 AM
Iteration 4 - 16th Oct : 05.14 AM
Iteration 5 - 16th Oct : 05.14 AM
Iteration 6 - 16th Oct : 05.14 AM
Iteration 7 - 16th Oct : 05.14 AM
Iteration 8 - 16th Oct : 05.14 AM
Iteration 9 - 16th Oct : 05.14 AM
Iteration 10 - 16th Oct : 05.14 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.14 AM
Iteration 2 - 16th Oct : 05.14 AM
Iteration 3 - 16th Oct : 05.14 AM
Iteration 4 - 16th Oct : 05.14 AM
Iteration 5 - 16th Oct : 05.14 AM
Iteration 6 - 16th Oct : 05.14 AM
Iteration 7 - 16th Oct : 05.14 AM
Iteration 8 - 16th Oct : 05.14 AM
Iteration 9 - 16th Oct : 05.14 AM
Iteration 10 - 16th Oct : 05.14 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.15 AM
Iteration 2 - 16th Oct : 05.15 AM
Iteration 3 - 16th Oct : 05.15 AM
Iteration 4 - 16th Oct : 05.15 AM
Iteration 5 - 16th Oct : 05.15 AM
Iteration 6 - 16th Oct : 05.15 AM
Iteration 7 - 16th Oct : 05.15 AM
Iteration 8 - 16th Oct : 05.15 AM
Iteration 9 - 16th Oct : 05.15 AM
Iteration 10 - 16th Oct : 05.15 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.15 AM
Iteration 2 - 16th Oct : 05.15 AM
Iteration 3 - 16th Oct : 05.15 AM
Iteration 4 - 16th Oct : 05.15 AM
Iteration 5 - 16th Oct : 05.15 AM
Iteration 6 - 16th Oct : 05.15 AM
Iteration 7 - 16th Oct : 05.15 AM
Iteration 8 - 16th Oct : 05.15 AM
Iteration 9 - 16th Oct : 05.15 AM
Iteration 10 - 16th Oct : 05.15 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.15 AM
Iteration 2 - 16th Oct : 05.15 AM
Iteration 3 - 16th Oct : 05.15 AM
Iteration 4 - 16th Oct : 05.15 AM
Iteration 5 - 16th Oct : 05.15 AM
Iteration 6 - 16th Oct : 05.15 AM
Iteration 7 - 16th Oct : 05.15 AM
Iteration 8 - 16th Oct : 05.15 AM
Iteration 9 - 16th Oct : 05.15 AM
Iteration 10 - 16th Oct : 05.15 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.15 AM
Iteration 2 - 16th Oct : 05.16 AM
Iteration 3 - 16th Oct : 05.16 AM
Iteration 4 - 16th Oct : 05.16 AM
Iteration 5 - 16th Oct : 05.16 AM
Iteration 6 - 16th Oct : 05.16 AM
Iteration 7 - 16th Oct : 05.16 AM
Iteration 8 - 16th Oct : 05.16 AM
Iteration 9 - 16th Oct : 05.16 AM
Iteration 10 - 16th Oct : 05.16 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.16 AM
Iteration 2 - 16th Oct : 05.16 AM
Iteration 3 - 16th Oct : 05.16 AM
Iteration 4 - 16th Oct : 05.16 AM
Iteration 5 - 16th Oct : 05.16 AM
Iteration 6 - 16th Oct : 05.16 AM
Iteration 7 - 16th Oct : 05.16 AM
Iteration 8 - 16th Oct : 05.16 AM
Iteration 9 - 16th Oct : 05.16 AM
Iteration 10 - 16th Oct : 05.16 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.16 AM
Iteration 2 - 16th Oct : 05.16 AM
Iteration 3 - 16th Oct : 05.16 AM
Iteration 4 - 16th Oct : 05.16 AM
Iteration 5 - 16th Oct : 05.16 AM
Iteration 6 - 16th Oct : 05.16 AM
Iteration 7 - 16th Oct : 05.16 AM
Iteration 8 - 16th Oct : 05.16 AM
Iteration 9 - 16th Oct : 05.16 AM
Iteration 10 - 16th Oct : 05.16 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.16 AM
Iteration 2 - 16th Oct : 05.16 AM
Iteration 3 - 16th Oct : 05.17 AM
Iteration 4 - 16th Oct : 05.17 AM
Iteration 5 - 16th Oct : 05.17 AM
Iteration 6 - 16th Oct : 05.17 AM
Iteration 7 - 16th Oct : 05.17 AM
Iteration 8 - 16th Oct : 05.17 AM
Iteration 9 - 16th Oct : 05.17 AM
Iteration 10 - 16th Oct : 05.17 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.17 AM
Iteration 2 - 16th Oct : 05.17 AM
Iteration 3 - 16th Oct : 05.17 AM
Iteration 4 - 16th Oct : 05.17 AM
Iteration 5 - 16th Oct : 05.17 AM
Iteration 6 - 16th Oct : 05.17 AM
Iteration 7 - 16th Oct : 05.17 AM
Iteration 8 - 16th Oct : 05.17 AM
Iteration 9 - 16th Oct : 05.17 AM
Iteration 10 - 16th Oct : 05.17 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.17 AM
Iteration 2 - 16th Oct : 05.17 AM
Iteration 3 - 16th Oct : 05.17 AM
Iteration 4 - 16th Oct : 05.17 AM
Iteration 5 - 16th Oct : 05.17 AM
Iteration 6 - 16th Oct : 05.17 AM
Iteration 7 - 16th Oct : 05.17 AM
Iteration 8 - 16th Oct : 05.17 AM
Iteration 9 - 16th Oct : 05.17 AM
Iteration 10 - 16th Oct : 05.17 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.17 AM
Iteration 2 - 16th Oct : 05.17 AM
Iteration 3 - 16th Oct : 05.17 AM
Iteration 4 - 16th Oct : 05.18 AM
Iteration 5 - 16th Oct : 05.18 AM
Iteration 6 - 16th Oct : 05.18 AM
Iteration 7 - 16th Oct : 05.18 AM
Iteration 8 - 16th Oct : 05.18 AM
Iteration 9 - 16th Oct : 05.18 AM
Iteration 10 - 16th Oct : 05.18 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.18 AM
Iteration 2 - 16th Oct : 05.18 AM
Iteration 3 - 16th Oct : 05.18 AM
Iteration 4 - 16th Oct : 05.18 AM
Iteration 5 - 16th Oct : 05.18 AM
Iteration 6 - 16th Oct : 05.18 AM
Iteration 7 - 16th Oct : 05.18 AM
Iteration 8 - 16th Oct : 05.18 AM
Iteration 9 - 16th Oct : 05.18 AM
